ÁöÁ¡,ÀÏ½Ã,Æò±Õ Ç³¼Ó(m/s),Æò±Õ±â¾Ð(hPa),Æò±Õ »ó´ë½Àµµ(%),Æò±Õ ±â¿Â(¡ÆC)
22299,2021-03-23,7.4,1021.7,79,10.2
22299,2021-03-24,5.8,1019.5,88,10.1
22299,2021-03-25,1.7,1022.2,97,6.7
22299,2021-03-26,4.6,1019.8,95,8.3
22299,2021-03-27,8.4,1007.6,95,11.1
22299,2021-03-28,5.9,1006.4,93,10.5
22299,2021-03-29,2.6,1010.7,81,10.6
22299,2021-03-30,4,1013.5,75,10.2
22299,2021-03-31,5.2,1014,78,10.5
22299,2021-04-01,4.4,1015.6,77,11.5
22299,2021-04-02,5.1,1016.2,80,11.7
22299,2021-04-03,8.1,1012,93,10.9
22299,2021-04-04,12.4,1018.3,72,9.3
22299,2021-04-05,5.5,1023,78,9.9
22299,2021-04-06,3.7,1022.9,74,10.8
22299,2021-04-07,3.8,1022,80,11.3
22299,2021-04-08,6.4,1021.6,73,10.4
22299,2021-04-09,3.9,1025.2,79,10.6
22299,2021-04-10,4.7,1030.1,81,
22299,2021-04-11,6,1028.1,83,11.9
22299,2021-04-12,9.6,1015.2,93,12
22299,2021-04-13,10.5,1018.8,75,8.8
22299,2021-04-14,5.9,1021.7,63,9.3
22299,2021-04-15,4.5,1018.5,73,10.6
22299,2021-04-16,5.2,1016.5,84,11.6
22299,2021-04-17,6.5,1019,69,11.1
22299,2021-04-18,6,1020.3,74,11.5
22299,2021-04-19,5.5,1018.9,80,12.1
22299,2021-04-20,2.6,1021.1,79,12.6
22299,2021-04-21,3,1021,81,12.9
22299,2021-04-22,6.9,1016.7,84,13.6
22299,2021-04-23,8.2,1014.9,79,13.9
22299,2021-04-24,6,1019.1,79,13.3
22299,2021-04-25,4.1,1020.3,87,12.4
22299,2021-04-26,6.6,1020.7,86,12.9
22299,2021-04-27,6,1017.8,91,13.4
22299,2021-04-28,2.9,1016.9,97,12.1
22299,2021-04-29,6.5,1005.9,89,13.6
22299,2021-04-30,6.9,1006.4,78,12.5
22299,2021-05-01,7.4,1010.3,72,11.9
22299,2021-05-02,7.2,1019.1,75,12.2
22299,2021-05-03,5.6,1017.4,84,13
22299,2021-05-04,9.6,1008.1,92,14
22299,2021-05-05,5,1016,84,13.8
22299,2021-05-06,8,1014.5,81,14.7
22299,2021-05-07,6.1,1008.9,83,14.4
22299,2021-05-08,6.5,1006.1,80,14.5
22299,2021-05-09,3,1011.1,75,14.5
22299,2021-05-10,7.8,1010,81,14.5
22299,2021-05-11,8,1009.7,86,14.8
22299,2021-05-12,3.5,1011.3,81,15.5
22299,2021-05-13,2.1,1012.5,83,16.1
22299,2021-05-14,5,1010.4,93,16.2
22299,2021-05-15,5.8,1004.2,98,16.5
22299,2021-05-16,6.5,1002.3,97,15.6
22299,2021-05-17,6.3,1009.6,85,14.9
22299,2021-05-18,2.3,1011.5,89,16.4
22299,2021-05-19,1.6,1011.8,86,17.3
22299,2021-05-20,5.5,1005.7,86,16.2
22299,2021-05-21,4.7,1009.9,85,16
22299,2021-05-22,2,1011.9,91,16.7
22299,2021-05-23,2.4,1011.3,89,17.6
22299,2021-05-24,4.3,1010.5,85,16.9
22299,2021-05-25,6.4,1009.4,83,16.8
22299,2021-05-26,8,1006.7,85,17.6
22299,2021-05-27,6.3,1003.6,90,17
22299,2021-05-28,8.7,1002.9,87,17.7
22299,2021-05-29,5.9,1006.6,86,17.5
22299,2021-05-30,6.4,1007,95,17.8
22299,2021-05-31,5.6,1009.7,95,18
22299,2021-06-01,5.7,1012.9,94,18.2
22299,2021-06-02,5.6,1011.3,92,19.1
22299,2021-06-03,4.8,1004.3,97,18.2
22299,2021-06-04,5.8,1004,89,18.5
22299,2021-06-05,6.1,1001.8,90,19.8
22299,2021-06-06,5.6,1005.8,89,20.1
22299,2021-06-07,7.2,1012.3,95,19.3
22299,2021-06-08,5.9,1014.2,98,19.2
22299,2021-06-09,7,1013.3,96,19.9
22299,2021-06-10,7.9,1008.5,97,20
22299,2021-06-11,1.9,1010.5,95,20.3
22299,2021-06-12,2.4,1012.9,92,19.4
22299,2021-06-13,1.6,1009.8,87,19
22299,2021-06-14,4.8,1005.6,90,19
22299,2021-06-15,10.7,999.9,95,19.7
22299,2021-06-16,4.3,1003.8,90,20.3
22299,2021-06-17,2.6,1005.9,92,20.8
22299,2021-06-18,2.9,1002.7,97,20.4
22299,2021-06-19,3.1,1001.9,93,21.4
22299,2021-06-20,4.5,1002.3,92,21.9
22299,2021-06-21,2.4,1005.3,95,21
22299,2021-06-22,5.1,1007.9,92,22.1
22299,2021-06-23,3.7,1010.7,89,21.3
22299,2021-06-24,2.3,1011.5,88,21.1
22299,2021-06-25,3.4,1010.2,94,22.4
22299,2021-06-26,5.8,1008.9,93,22.4
22299,2021-06-27,4.5,1006.7,92,22.6
22299,2021-06-28,3,1005.5,87,23.1
22299,2021-06-29,2.1,1006.1,87,23.4
22299,2021-06-30,4.7,1006.6,89,23.6
22299,2021-07-01,3.9,1007,86,23.7
22299,2021-07-02,5.2,1008,87,24.4
22299,2021-07-03,12.3,1000.6,94,23.7
22299,2021-07-04,5.6,1006.8,89,22.4
22299,2021-07-05,5.6,1008.5,95,21.7
22299,2021-07-06,3.5,1006.8,98,22.5
22299,2021-07-07,2.8,1007,99,23
22299,2021-07-08,1.9,1006,98,23
22299,2021-07-09,3,1005.7,98,23.8
22299,2021-07-10,3.9,1007.4,94,24.6
22299,2021-07-11,5.5,1009.2,96,24.7
22299,2021-07-12,5.8,1007.9,97,25.1
22299,2021-07-13,8.6,1006.5,95,25.5
22299,2021-07-14,9,1009.3,95,25.5
22299,2021-07-15,7.2,1012.5,96,25.4
22299,2021-07-16,4.2,1013.6,97,25.4
22299,2021-07-17,3.4,1011.3,89,25.9
22299,2021-07-18,6.2,1010,88,25.6
22299,2021-07-19,6.1,1011.5,93,26.1
22299,2021-07-20,4.2,1013.5,91,26.7
22299,2021-07-21,4.6,1012.1,92,27
22299,2021-07-22,3.3,1010.3,84,27.7
22299,2021-07-23,3.8,1008.9,80,28
22299,2021-07-24,5.2,1007.4,81,28.2
22299,2021-07-25,8.3,1004.6,79,28.2
22299,2021-07-26,10.5,1002.4,82,27.4
22299,2021-07-27,7.6,1002.3,83,27.1
22299,2021-07-28,6.8,1002.6,87,26.8
22299,2021-07-29,9.1,1001.2,86,26.8
22299,2021-07-30,7.8,999.4,89,26.6
22299,2021-07-31,4.8,1000.6,86,27
22299,2021-08-01,5.1,1000.2,89,24.9
22299,2021-08-02,1.6,1003.4,81,26.8
22299,2021-08-03,5,1006.7,90,27
22299,2021-08-04,5.7,1008.2,88,27.5
22299,2021-08-05,4.2,1006,88,27.7
22299,2021-08-06,3.7,1004.2,83,26.5
22299,2021-08-07,5.7,1004.3,82,26.9
22299,2021-08-08,7.7,1003.6,82,27.1
22299,2021-08-09,5.5,1004.8,83,27.2
22299,2021-08-10,3.2,1008.1,79,27.5
22299,2021-08-11,2.4,1009.9,80,27.5
22299,2021-08-12,4.6,1009.3,80,27.5
22299,2021-08-13,6.6,1005.9,82,27.2
22299,2021-08-14,2.8,1007.5,82,24.8
22299,2021-08-15,3.4,1013.1,78,26.7
22299,2021-08-16,5.6,1012.9,77,26.6
22299,2021-08-17,5.5,1009.8,79,26.6
22299,2021-08-18,3.4,1009.2,73,26.6
22299,2021-08-19,4.1,1010.2,77,26.5
22299,2021-08-20,10,1009,82,26.9
22299,2021-08-21,7.3,1003.9,85,25.9
22299,2021-08-22,3.5,1009,81,26.7
22299,2021-08-23,8.6,1004.7,89,27.2
22299,2021-08-24,9.3,1000.3,86,26.7
22299,2021-08-25,4.3,1006.3,86,26.2
22299,2021-08-26,6,1012.1,88,27.2
22299,2021-08-27,6.3,1012.6,82,25.2
22299,2021-08-28,6,1013.9,82,25
22299,2021-08-29,6,1013.5,86,25
22299,2021-08-30,6.2,1015.6,83,24.8
22299,2021-08-31,7.1,1012.8,91,26.5
22299,2021-09-01,6.8,1010.3,84,24.9
22299,2021-09-02,2.5,1009.3,83,23.7
22299,2021-09-03,4.5,1009,80,25.1
22299,2021-09-04,5.1,1013.4,80,25.2
22299,2021-09-05,13.1,1014.1,86,23.7
22299,2021-09-06,11.9,1011.4,89,24.4
22299,2021-09-07,9.4,1010.4,80,24
22299,2021-09-08,4.1,1012.7,72,23.5
22299,2021-09-09,3,1013.7,79,23.7
22299,2021-09-10,3.7,1012.9,84,24.2
22299,2021-09-11,3.1,1012.5,86,24.7
22299,2021-09-12,5.8,1012.8,83,24.9
22299,2021-09-13,9.5,1013.4,80,25.5
22299,2021-09-14,10.9,1011.7,82,25
22299,2021-09-15,7.7,1013.1,78,24.6
22299,2021-09-16,6.7,1010.5,78,23.9
22299,2021-09-17,9.5,1009.2,78,24.1
22299,2021-09-18,4.8,1014.5,79,24
22299,2021-09-19,6.1,1014.6,82,23.7
22299,2021-09-20,12,1008,85,24.4
22299,2021-09-21,8.3,1006.2,81,24.4
22299,2021-09-22,4.3,1010.6,78,24.9
22299,2021-09-23,4,1018.8,63,24
22299,2021-09-24,4.8,1021.7,71,23.3
22299,2021-09-25,6.8,1020.8,75,23.7
22299,2021-09-26,6.7,1018.6,79,23.6
22299,2021-09-27,7.9,1013.9,82,23.6
22299,2021-09-28,7.7,1010.5,85,23.8
22299,2021-09-29,5.4,1008.9,86,22.6
22299,2021-09-30,5.7,1009.8,79,22.9
22299,2021-10-01,3.4,1010.2,80,23.6
22299,2021-10-02,4.8,1014.2,82,24.1
22299,2021-10-03,10,1016.9,87,24.4
22299,2021-10-04,10.7,1018.2,90,25.1
22299,2021-10-05,5.1,1020.6,82,24.7
22299,2021-10-06,5.6,1018.4,86,24.2
22299,2021-10-07,6.4,1017.3,86,22.6
22299,2021-10-08,7,1019.5,82,22.7
22299,2021-10-09,6.8,1020,88,24.1
22299,2021-10-10,8.4,1018.6,90,23
22299,2021-10-11,10.5,1021.4,67,19.2
22299,2021-10-12,6.3,1022.5,73,20.8
22299,2021-10-13,4.9,1022.4,85,22
22299,2021-10-14,2.8,1019.8,86,22.4
22299,2021-10-15,9.2,1019,82,19.8
22299,2021-10-16,15.4,1025.4,66,15.7
22299,2021-10-17,10.4,1028.8,60,12.7
22299,2021-10-18,3,1023.7,57,15.6
22299,2021-10-19,10.1,1022.1,62,15.6
22299,2021-10-20,7.5,1022.5,60,14.4
22299,2021-10-21,6.9,1021.1,55,15.5
22299,2021-10-22,9.4,1024.4,54,16.3
22299,2021-10-23,4.3,1028.7,53,16.8
22299,2021-10-24,2.9,1026.6,56,16.4
22299,2021-10-25,3.7,1023.6,59,16.7
22299,2021-10-26,3.1,1021.2,62,17.8
22299,2021-10-27,8.3,1022,59,17.6
22299,2021-10-28,6.3,1023.9,61,17.7
22299,2021-10-29,3.2,1023.8,64,18.3
22299,2021-10-30,5.1,1023.3,76,17.7
22299,2021-10-31,2.7,1024.5,73,18.4
22299,2021-11-01,6.9,1025.5,71,16.5
22299,2021-11-02,6.8,1023.9,60,14.7
22299,2021-11-03,3.8,1020.8,69,15.8
22299,2021-11-04,3.3,1020.3,70,18.3
22299,2021-11-05,6,1019.2,69,17.9
22299,2021-11-06,7.4,1019.1,68,
22299,2021-11-07,8.4,1017.5,74,18.6
22299,2021-11-08,13.9,1016.3,70,10.4
22299,2021-11-09,12.9,1014.8,59,10.8
22299,2021-11-10,11.7,1011.9,58,12.3
22299,2021-11-11,9.7,1014.8,60,12.4
22299,2021-11-12,9.2,1019.7,51,12
22299,2021-11-13,5.8,1019.4,54,14.8
22299,2021-11-14,5.8,1019.4,59,16
22299,2021-11-15,1.7,1022.4,64,15.5
22299,2021-11-16,3.5,1025,65,14.6
22299,2021-11-17,2.6,1024.3,67,14.5
22299,2021-11-18,6.4,1019.2,73,15.8
22299,2021-11-19,3.8,1019,80,16.2
22299,2021-11-20,3.5,1020.8,77,15.1
22299,2021-11-21,4.3,1017.5,77,15
22299,2021-11-22,13.1,1020.3,60,8.3
22299,2021-11-23,10.3,1021.6,57,8.2
22299,2021-11-24,9.2,1019.2,57,12.5
22299,2021-11-25,6.2,1019.8,56,13.6
22299,2021-11-26,4.6,1027.4,60,12.6
22299,2021-11-27,5.1,1034.3,63,10.7
22299,2021-11-28,4.3,1032.6,70,12.7
22299,2021-11-29,7.3,1024.8,79,14.6
22299,2021-11-30,13.6,1016.4,79,10.7
22299,2021-12-01,11.7,1025,62,7.3
22299,2021-12-02,7.7,1021.1,55,8.9
22299,2021-12-03,8.8,1021.5,55,10
22299,2021-12-04,7.4,1027.3,55,11
22299,2021-12-05,2.9,1028.9,55,10.5
22299,2021-12-06,1.7,1027,65,11.5
22299,2021-12-07,6.8,1030,70,11.5
22299,2021-12-08,4.9,1031.8,67,11.4
22299,2021-12-09,6.4,1027.3,77,13
22299,2021-12-10,5.9,1026.4,75,12.1
22299,2021-12-11,4.7,1027.3,70,11.4
22299,2021-12-12,10.7,1028.7,65,8.2
22299,2021-12-13,5.6,1029,59,5.5
22299,2021-12-14,6.1,1022.4,64,9.4
22299,2021-12-15,5.1,1021,70,12.4
22299,2021-12-16,5.6,1020.1,70,11.7
22299,2021-12-17,15.1,1027.3,71,3.1
22299,2021-12-18,8.8,1027.4,61,4.5
22299,2021-12-19,8.6,1024.1,51,8.2
22299,2021-12-20,10,1018.2,62,12.1
22299,2021-12-21,6.8,1018.9,65,11.2
22299,2021-12-22,4.8,1023.5,66,9.1
22299,2021-12-23,3.5,1024,59,9.9
22299,2021-12-24,10.5,1025.1,72,5.9
22299,2021-12-25,14.5,1034.3,75,-.8
22299,2021-12-26,12.1,1035.2,70,-.2
22299,2021-12-27,8.5,1032.7,61,3.7
22299,2021-12-28,5.5,1028,60,6.7
22299,2021-12-29,9.8,1023.2,61,6.8
22299,2021-12-30,11.2,1028.3,56,5
22299,2021-12-31,8.6,1032.7,59,3.6
22299,2022-01-01,3.2,1030.3,67,5.1
22299,2022-01-02,7,1028.1,68,6.4
22299,2022-01-03,2.5,1026.9,65,6.2
22299,2022-01-04,7.7,1028.9,64,5.8
22299,2022-01-05,7.7,1027.3,65,4.7
22299,2022-01-06,9.7,1030.4,64,5.8
22299,2022-01-07,3.9,1030.6,66,5.4
22299,2022-01-08,4.5,1026,65,6.7
22299,2022-01-09,4.9,1023.4,68,6.6
22299,2022-01-10,4.3,1021.7,70,6
22299,2022-01-11,12.8,1024.2,68,.8
22299,2022-01-12,6.2,1024,68,2.6
22299,2022-01-13,11.5,1024.5,69,2.5
22299,2022-01-14,4.2,1026.4,61,3.7
22299,2022-01-15,5.2,1022.9,66,7.5
22299,2022-01-16,8.5,1028.1,64,4
22299,2022-01-17,7.8,1029.3,64,4.2
22299,2022-01-18,4.7,1029,62,2.9
22299,2022-01-19,6.7,1026,71,3.9
22299,2022-01-20,8.3,1029.4,65,2.1
22299,2022-01-21,3.9,1029.8,67,3.4
22299,2022-01-22,6.6,1025.3,81,5.6
22299,2022-01-23,10.5,1021.8,79,6.2
22299,2022-01-24,5.2,1021.6,74,6.2
22299,2022-01-25,5.5,1022.8,72,6.1
22299,2022-01-26,6.3,1026.2,67,5.9
22299,2022-01-27,9.1,1026.8,68,4.3
22299,2022-01-28,9.8,1027,68,3.4
22299,2022-01-29,8.7,1023.8,63,3.7
22299,2022-01-30,7.5,1024.1,60,3.9
22299,2022-01-31,6.5,1025.6,59,5.5
22299,2022-02-01,9.1,1028.7,63,3.3
22299,2022-02-02,5.9,1030.1,62,2.9
22299,2022-02-03,5.7,1028.4,58,3.4
22299,2022-02-04,7.8,1027,60,3.6
22299,2022-02-05,10.1,1029.4,61,1.3
22299,2022-02-06,7.6,1030.7,58,3.2
22299,2022-02-07,5,1028.7,60,3.9
22299,2022-02-08,5.5,1028.3,56,5
22299,2022-02-09,4.2,1026,63,5
22299,2022-02-10,3.9,1024.7,56,6.6
22299,2022-02-11,4.3,1026.6,58,7.1
22299,2022-02-12,6.6,1025.1,69,7.2
22299,2022-02-13,7.1,1021.9,61,7.3
22299,2022-02-14,6.4,1022.9,72,6.2
22299,2022-02-15,9.4,1025.8,68,.3
22299,2022-02-16,10.4,1026.6,67,.1
22299,2022-02-17,10.5,1029.6,67,.2
22299,2022-02-18,4.3,1029,68,3
22299,2022-02-19,10.3,1026.8,70,2.5
22299,2022-02-20,9.9,1029.6,59,1.1
22299,2022-02-21,7.4,1030.3,57,4.8
22299,2022-02-22,8.4,1033.5,57,2.6
22299,2022-02-23,7.9,1034.9,61,1.1
22299,2022-02-24,6.2,1032.5,56,4.4
22299,2022-02-25,6.5,1028.2,68,7.5
22299,2022-02-26,11,1021.1,71,8.1
22299,2022-02-27,5.5,1024.3,52,7.2
22299,2022-02-28,6.6,1019.9,77,8.2
22299,2022-03-01,8.2,1018,82,7.3
22299,2022-03-02,6.5,1020.6,56,6.7
22299,2022-03-03,3.8,1018.5,87,9.4
22299,2022-03-04,8.9,1013.4,86,10
22299,2022-03-05,8.9,1020.5,53,6.1
22299,2022-03-06,8.3,1024.7,54,5
22299,2022-03-07,3.8,1021.7,64,6.5
22299,2022-03-08,3.5,1019.2,88,9.1
22299,2022-03-09,2.9,1022.4,95,7.3
22299,2022-03-10,6.5,1019.7,94,8.7
22299,2022-03-11,3.2,1017,97,10.3
22299,2022-03-12,5.6,1014.9,100,10.1
22299,2022-03-13,4.9,1011.7,99,9.7
22299,2022-03-14,5.7,1014.2,95,8.3
22299,2022-03-15,3.1,1015.4,85,7.8
22299,2022-03-16,5.8,1016.7,91,8.8
22299,2022-03-17,11.2,1016.9,88,8
22299,2022-03-18,6.8,1010.6,90,7.9
22299,2022-03-19,11.8,1012.9,79,5.5
22299,2022-03-20,5.3,1021.5,71,6
22299,2022-03-21,6.3,1024.2,64,6.7
22299,2022-03-22,8.3,1023.8,68,7
22299,2022-03-23,4.7,1019.8,68,8
22299,2022-03-24,7,1019,83,9.9
22299,2022-03-25,12.1,1008.9,92,11.6
22299,2022-03-26,10.9,1008.3,84,9.7
22299,2022-03-27,8,1019.2,68,9.2
22299,2022-03-28,5.9,1026.9,60,8.3
22299,2022-03-29,6.7,1023.7,83,9.6
22299,2022-03-30,5.7,1020.8,97,10.1
22299,2022-03-31,10.8,1026.9,77,8.6
22299,2022-04-01,8.4,1030.5,74,8.4
22299,2022-04-02,4,1029.9,58,8
22299,2022-04-03,2.6,1029.8,71,9.2
22299,2022-04-04,2,1029,71,10.1
22299,2022-04-05,5.4,1022.9,85,10.2
22299,2022-04-06,2.8,1022.3,90,9.6
22299,2022-04-07,2,1020.3,87,10.1
22299,2022-04-08,6.3,1018.7,90,11.4
22299,2022-04-09,9.4,1014.2,88,12.6
22299,2022-04-10,8,1014.7,91,12.6
22299,2022-04-11,6.5,1011.9,99,12.7
22299,2022-04-12,5.8,1011.2,100,12
22299,2022-04-13,5.9,1013,96,10.9
22299,2022-04-14,6,1016.7,97,10.9
22299,2022-04-15,9.4,1020.1,80,11.1
22299,2022-04-16,6.9,1020.4,76,11.2
22299,2022-04-17,3.6,1020.4,84,12
22299,2022-04-18,2.4,1019.5,82,12.6
22299,2022-04-19,2.6,1019.2,77,12.9
22299,2022-04-20,5.2,1016.4,83,13.2
22299,2022-04-21,8.8,1011.4,88,13.4
22299,2022-04-22,7.4,1011.3,97,12.7
22299,2022-04-23,4.8,1012.4,94,12
22299,2022-04-24,4.1,1011.8,99,12.5
22299,2022-04-25,6.4,1008.6,99,13.3
22299,2022-04-26,6.2,1006.3,98,13.4
22299,2022-04-27,8.7,1017.4,73,12.9
22299,2022-04-28,6,1017.2,77,12.9
22299,2022-04-29,7.7,1017.4,86,11.5
22299,2022-04-30,3.8,1020,82,12.3
22299,2022-05-01,6.7,1016.5,74,13.2
22299,2022-05-02,4.5,1016.3,79,13.6
22299,2022-05-03,5,1020.1,78,13.4
22299,2022-05-04,7.5,1018.7,83,14.6
22299,2022-05-05,6,1017.7,92,14.6
22299,2022-05-06,3.9,1016.4,95,15.3
22299,2022-05-07,7.6,1019.7,80,14.4
22299,2022-05-08,4,1019,74,14
22299,2022-05-09,5.1,1018.4,86,13.8
22299,2022-05-10,3.7,1016.5,87,14.9
22299,2022-05-11,3.6,1016.2,88,15.3
22299,2022-05-12,6.2,1012.9,87,14.9
22299,2022-05-13,7.6,1011,82,15.2
22299,2022-05-14,5.7,1016.2,71,15.2
22299,2022-05-15,4.5,1016.9,61,15.2
22299,2022-05-16,5.3,1012.9,87,16
22299,2022-05-17,6.7,1013.2,86,17
22299,2022-05-18,9,1016.4,76,18
22299,2022-05-19,6.5,1017.1,81,17.3
22299,2022-05-20,3.1,1013.7,93,17.1
22299,2022-05-21,3.6,1011.2,97,15.9
22299,2022-05-22,5.5,1009.6,92,17.7
22299,2022-05-23,3.7,1013.3,90,18.3
22299,2022-05-24,1.9,1014.9,90,18.8
22299,2022-05-25,3.3,1011.1,88,18.6
22299,2022-05-26,5.7,1007.2,80,17.7
22299,2022-05-27,7.3,1004.1,85,19
22299,2022-05-28,7.2,1005.5,92,19.1
22299,2022-05-29,7.2,1004.1,96,18.2
22299,2022-05-30,4,1004.7,92,18.1
22299,2022-05-31,4.9,1009,85,18.6
22299,2022-06-01,4.9,1006.3,93,18.9
22299,2022-06-02,5.4,1007.6,98,19.3
22299,2022-06-03,5.2,1009.7,95,19
22299,2022-06-04,9.8,1008,92,19
22299,2022-06-05,8.5,1000.8,95,18.4
22299,2022-06-06,3.1,1002.6,92,19
22299,2022-06-07,2.6,1007,89,19.3
22299,2022-06-08,4.6,1011.1,92,19.1
22299,2022-06-09,6.9,1012.8,93,19.1
22299,2022-06-10,6.2,1013,94,19.3
22299,2022-06-11,4.3,1012.8,92,20.2
22299,2022-06-12,3.9,1012.5,92,20.1
22299,2022-06-13,6.6,1008,88,19.7
22299,2022-06-14,5.9,1006.7,93,19.1
22299,2022-06-15,5.3,1007,93,20.3
22299,2022-06-16,4.2,1008.4,92,20.3
22299,2022-06-17,6.3,1006.7,95,21.4
22299,2022-06-18,5.6,1006.8,95,21.6
22299,2022-06-19,4.6,1007.1,96,21.9
22299,2022-06-20,3.5,1005,95,21.7
22299,2022-06-21,2.3,1005.4,90,22.7
22299,2022-06-22,6,1007,93,22.9
22299,2022-06-23,8.7,1000.4,95,23.8
22299,2022-06-24,6.1,1000.6,96,23.1
22299,2022-06-25,5.8,1004,95,24.1
22299,2022-06-26,9.1,1006.6,96,24.5
22299,2022-06-27,12.5,1004,94,24.7
22299,2022-06-28,12.9,1001.3,95,24.2
22299,2022-06-29,9.2,1004.1,97,23.4
22299,2022-06-30,8.7,1008.9,97,23.9
22299,2022-07-01,7,1012.9,97,23.9
22299,2022-07-02,4.2,1012.5,97,23.7
22299,2022-07-03,3,1008.8,94,24.7
22299,2022-07-04,3.1,1005.7,95,25.2
22299,2022-07-05,2.6,1005.7,93,25.8
22299,2022-07-06,9.6,1003.8,95,26.2
22299,2022-07-07,7.2,1004.5,95,25.5
22299,2022-07-08,2.6,1004.3,91,25.8
22299,2022-07-09,1.6,1004.1,89,26.4
22299,2022-07-10,4.9,1004.9,90,25.5
22299,2022-07-11,3.3,1005.1,92,26.1
22299,2022-07-12,4.9,1006.3,95,26.5
22299,2022-07-13,8,1002.2,96,
22299,2022-07-14,2.8,1002.4,92,26
22299,2022-07-15,2.6,1001.1,90,26.3
22299,2022-07-16,3.8,1000.8,90,26.7
22299,2022-07-17,5.1,1000.9,89,26.9
22299,2022-07-18,6.3,998.2,92,25.8
22299,2022-07-19,4.1,1004.7,88,26.3
22299,2022-07-20,5.7,1005.5,90,26.2
22299,2022-07-21,8.8,1005.1,86,24.9
22299,2022-07-22,4,1007.4,90,25.4
22299,2022-07-23,7.1,1003,92,25.7
22299,2022-07-24,7.2,1005,89,24.5
22299,2022-07-25,1.3,1010.1,83,25.5
22299,2022-07-26,4.7,1009.2,87,25.5
22299,2022-07-27,10,1007.4,93,25.6
22299,2022-07-28,9,1008.9,94,26
22299,2022-07-29,5.2,1010.8,93,26.5
22299,2022-07-30,6.1,1007.1,91,27.1
22299,2022-07-31,9.7,1001.1,93,26.8
22299,2022-08-01,7.8,1002.1,94,26.6
22299,2022-08-02,7,1008.9,94,27
22299,2022-08-03,4,1010.8,95,27.7
22299,2022-08-04,5.3,1009.5,94,28
22299,2022-08-05,4.8,1006.6,94,28.2
22299,2022-08-06,4.9,1006.1,94,28.4
22299,2022-08-07,7.4,1006.2,94,28.6
22299,2022-08-08,9.8,1006.9,92,28.3
22299,2022-08-09,9.8,1006.7,92,
22299,2022-08-10,6.8,1006.1,94,
22299,2022-08-11,5.1,1005.6,93,27.9
22299,2022-08-12,2.5,1006.7,90,27.9
22299,2022-08-13,5.4,1005.1,94,28.3
22299,2022-08-14,7.5,1005.3,93,28.3
22299,2022-08-15,11.2,1002.1,92,
22299,2022-08-16,5.3,1004.7,92,26.7
22299,2022-08-17,3.4,1007.5,80,26.5
22299,2022-08-18,3.5,1008,79,26.9
22299,2022-08-19,7.4,1003,92,28
22299,2022-08-20,6,1004.3,86,26.4
22299,2022-08-21,4,1005.8,75,26.3
22299,2022-08-22,6.6,1004.2,84,26.9
22299,2022-08-23,8.8,1006.9,82,26.4
22299,2022-08-24,7.4,1009,68,25.5
22299,2022-08-25,4.9,1009.4,72,24.7
22299,2022-08-26,4.1,1009.1,77,24.5
22299,2022-08-27,7.9,1012.1,66,24.2
22299,2022-08-28,6.3,1014.3,69,23.9
22299,2022-08-29,9.2,1012.7,84,24.7
22299,2022-08-30,8.5,1009.3,89,24.3
22299,2022-08-31,7.7,1010.4,80,23.9
22299,2022-09-01,7.6,1014.1,80,24.5
22299,2022-09-02,6.9,1013.9,84,24.7
22299,2022-09-03,8.5,1010.8,89,24
22299,2022-09-04,8.5,1007.6,92,23.9
22299,2022-09-05,15.9,1001.9,93,21.7
22299,2022-09-06,7.5,1009.1,90,21.4
22299,2022-09-07,2.8,1017.8,96,20.2
22299,2022-09-08,3.4,1018.9,94,20.7
22299,2022-09-09,3,1017.6,93,22.3
22299,2022-09-10,1.1,1016.6,89,22.7
22299,2022-09-11,2.9,1014.7,89,22.3
22299,2022-09-12,4,1014,93,22.1
22299,2022-09-13,7,1014.2,93,22.2
22299,2022-09-14,8.4,1011.4,91,22.3
22299,2022-09-15,10.7,1006.5,92,23
22299,2022-09-16,5.6,1006.7,95,23.1
22299,2022-09-17,4,1008.4,94,23
22299,2022-09-18,11.1,1003.9,90,23
22299,2022-09-19,15.8,1005.3,73,21.9
22299,2022-09-20,9.9,1014.4,69,20
22299,2022-09-21,4.4,1017.3,71,19.7
22299,2022-09-22,4.9,1014.8,77,
22299,2022-09-23,8.5,1015.5,75,20
22299,2022-09-24,7,1018.6,67,20.4
22299,2022-09-25,4.5,1017.1,78,20.4
22299,2022-09-26,3.9,1017.6,80,20.4
22299,2022-09-27,4,1016.5,81,20.1
22299,2022-09-28,1.6,1014.6,79,19.9
22299,2022-09-29,1.7,1015.9,83,19.8
22299,2022-09-30,1.4,1016.9,84,20.3
22299,2022-10-01,3,1017.4,85,20.9
22299,2022-10-02,9.4,1013.6,93,22.6
22299,2022-10-03,7,1012.1,95,22.9
22299,2022-10-04,13.6,1017.7,80,17.2
22299,2022-10-05,10.4,1022.5,69,15.6
22299,2022-10-06,8,1022,65,16.4
22299,2022-10-07,10,1023,55,16.8
22299,2022-10-08,5.3,1023.8,57,17.1
22299,2022-10-09,7.3,1019.2,79,15.5
22299,2022-10-10,11.8,1019.7,67,14.8
22299,2022-10-11,10,1024.3,60,16
22299,2022-10-12,5.9,1026.7,67,16.3
22299,2022-10-13,5.4,1024.6,77,17.6
22299,2022-10-14,3.9,1021,82,17.8
22299,2022-10-15,4.3,1019.9,76,17.8
22299,2022-10-16,5.7,1020,82,17.8
